k,k_over_b,band_0,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21
-7.430322873635611391e-02,-1.182572614107884057e-01,-7.882557224344844872e+04,-7.171064232927923149e+04,-5.103991123423739191e+04,-4.534796923469765170e+04,-2.927073716655416865e+04,-2.500178083312830495e+04,-1.351806107765620618e+04,-1.067209124673329461e+04,-3.781977411767523790e+03,-2.358983121702101016e+03,-6.248608423692455460e+01,2.877708301586938546e+02,1.501861970137183107e+03,5.090397609846381783e+03,8.731720061914273174e+03,1.590951894663320672e+04,2.197842290634025630e+04,3.274517003499950079e+04,4.124164030314154661e+04,5.559731299912215763e+04,6.652134852774634783e+04,8.446594065208703978e+04
-7.169609790350151002e-02,-1.141078838174273968e-01,-7.869784850422022282e+04,-7.183256515588711773e+04,-5.093715216416842304e+04,-4.544492738815921621e+04,-2.919294278406937519e+04,-2.507377429810302056e+04,-1.346523148084675267e+04,-1.071911991871568353e+04,-3.754113763073156861e+03,-2.381046279616983611e+03,-5.958237646425424572e+01,2.803787951257773443e+02,1.519427421131440269e+03,5.058039413842081558e+03,8.774254903355091301e+03,1.585219564042113416e+04,2.204592270210148126e+04,3.266288199952782816e+04,4.133410480915926746e+04,5.549006028596640681e+04,6.663877770789140777e+04,8.433372327040150412e+04
-6.908896707064690612e-02,-1.099585062240664018e-01,-7.857022835280891741e+04,-7.195459157030297501e+04,-5.083449668195840786e+04,-4.554198912948065117e+04,-2.911525198959295813e+04,-2.514587135109360679e+04,-1.341250547299215214e+04,-1.076625217971151687e+04,-3.726353719171389002e+03,-2.403213030885520766e+03,-5.678227088146255852e+01,2.730903086242757354e+02,1.537096530205295039e+03,5.025784810148326869e+03,8.816893335661101446e+03,1.579497592259141493e+04,2.211352608606356443e+04,3.258069755198490384e+04,4.142667290307579970e+04,5.538291116065018286e+04,6.675631047586639761e+04,8.420160947652152390e+04
-6.648183623779230222e-02,-1.058091286307053930e-01,-7.844271178921473620e+04,-7.207672157252674515e+04,-5.073194478760739730e+04,-4.563915445866157825e+04,-2.903766478312627805e+04,-2.521807199209865212e+04,-1.335988305410253270e+04,-1.081348802971058103e+04,-3.698697280291296920e+03,-2.425483375479715960e+03,-5.408576856748852180e+01,2.659053740296467367e+02,1.554869295256895839e+03,4.993633798801745797e+03,8.859635358799845562e+03,1.573785979314839824e+04,2.218123305822381735e+04,3.249861669237157548e+04,4.151934458489076496e+04,5.527586562317368953e+04,6.687394683167089534e+04,8.406959927044707001e+04
-6.387470540493772608e-02,-1.016597510373444396e-01,-7.831529881343788293e+04,-7.219895516255828261e+04,-5.062949648111587885e+04,-4.573642337570182281e+04,-2.896018116467049549e+04,-2.529037622111697056e+04,-1.330736422418802067e+04,-1.086082746870273877e+04,-3.671144446665468877e+03,-2.447857313374562182e+03,-5.149287054545755637e+01,2.588239944853684165e+02,1.572745714366795482e+03,4.961586379839180154e+03,8.902480972739283970e+03,1.568084725209646786e+04,2.224904361857949334e+04,3.241663942068852339e+04,4.161211985460349388e+04,5.516892367353710870e+04,6.699168677530482819e+04,8.393769265217820066e+04
-6.126757457208309443e-02,-9.751037344398338913e-02,-7.818798942547808110e+04,-7.232129234039755829e+04,-5.052715176248395437e+04,-4.583379588060096285e+04,-2.888280113422680006e+04,-2.536278403814724516e+04,-1.325494898325891154e+04,-1.090827049667789470e+04,-3.643695218529992871e+03,-2.470334844547639022e+03,-4.900357778418649701e+01,2.518461729243398679e+02,1.590725785777421834e+03,4.929642553297539962e+03,8.945430177447815367e+03,1.562393829943994569e+04,2.231695776712801671e+04,3.233476573693626415e+04,4.170499871221354988e+04,5.506208531174060045e+04,6.710953030676806520e+04,8.380588962171500316e+04
-5.866044373922851829e-02,-9.336099585062243578e-02,-7.806078362533567997e+04,-7.244373310604461585e+04,-5.042491063171200949e+04,-4.593127197335887467e+04,-2.880552469179668697e+04,-2.543529544318826811e+04,-1.320263733132562083e+04,-1.095581711362618989e+04,-3.616349596124701293e+03,-2.492915968978547880e+03,-4.661789119948424087e+01,2.449719120879835828e+02,1.608809507875172130e+03,4.897802319213904411e+03,8.988482972894227714e+03,1.556713293518331193e+04,2.238497550386664807e+04,3.225299564111571453e+04,4.179798115772048914e+04,5.495535053778447764e+04,6.722747742606066458e+04,8.367419017905747751e+04
-5.605331290637388664e-02,-8.921161825726138528e-02,-7.793368141301076685e+04,-7.256627745949933887e+04,-5.032277308880045166e+04,-4.602885165397516539e+04,-2.872835183738119304e+04,-2.550791043623870064e+04,-1.315042926839864049e+04,-1.100346731953773815e+04,-3.589107579693396474e+03,-2.515600686648467672e+03,-4.433581165557586701e+01,2.382012145434484012e+02,1.626996879174340620e+03,4.866065677625388162e+03,9.031639359047672770e+03,1.551043115933103945e+04,2.245309682879295724e+04,3.217132913322747117e+04,4.189106719112378050e+04,5.484871935166884941e+04,6.734552813318220433e+04,8.354259432420560915e+04
-5.344618207351931050e-02,-8.506224066390043193e-02,-7.780668278850325441e+04,-7.268892540076165460e+04,-5.022073913374936819e+04,-4.612653492244956578e+04,-2.865128257098180620e+04,-2.558062901729733494e+04,-1.309832479448856611e+04,-1.105122111440283152e+04,-3.561969169484172653e+03,-2.538388997539493630e+03,-4.215733996652288340e+01,2.315340826986388549e+02,1.645287898303099610e+03,4.834432628569286862e+03,9.074899335877786143e+03,1.545383297188764482e+04,2.252132174190420483e+04,3.208976621327236717e+04,4.198425681242301653e+04,5.474219175339382491e+04,6.746368242813265533e+04,8.341110205715952907e+04
-5.083905124066473435e-02,-8.091286307053946469e-02,-7.767978775181340461e+04,-7.281167692983156303e+04,-5.011880876655911561e+04,-4.622432177878193761e+04,-2.857431689259961058e+04,-2.565345118636289044e+04,-1.304632390960612247e+04,-1.109907849821173659e+04,-3.534934365749718381e+03,-2.561280901634054317e+03,-4.008247689755025078e+01,2.249705188160415616e+02,1.663682563990827248e+03,4.802903172082936180e+03,9.118262903354443552e+03,1.539733837285760819e+04,2.258965024319778604e+04,3.200830688125098459e+04,4.207755002161757147e+04,5.463576774295962969e+04,6.758194031091200304e+04,8.327971337791925180e+04
-4.823192040781010270e-02,-7.676348547717842807e-02,-7.755299630294115923e+04,-7.293453204670894775e+04,-5.001698198722999223e+04,-4.632221222297183704e+04,-2.849745480223602135e+04,-2.572637694343413023e+04,-1.299442661376217438e+04,-1.114703947095492367e+04,-3.508003168747891777e+03,-2.584276398914219499e+03,-3.811122316643169938e+01,2.185105250250044264e+02,1.682180875057202456e+03,4.771477308203748180e+03,9.161730061447997286e+03,1.534094736224558619e+04,2.265808233267122341e+04,3.192695113716417109e+04,4.217094681870709610e+04,5.452944732036654750e+04,6.770030178151992732e+04,8.314842828648482100e+04
-4.562478957495552656e-02,-7.261410788381746084e-02,-7.742630844188680931e+04,-7.305749075139382330e+04,-4.991525879576233274e+04,-4.642020625501903851e+04,-2.842069629989237364e+04,-2.579940628850994108e+04,-1.294263290696773947e+04,-1.119510403262297405e+04,-3.481175578742217112e+03,-2.607375489360719712e+03,-3.624357944499708850e+01,2.121541033324962200e+02,1.700782830402223908e+03,4.740155036969321372e+03,9.205300810129208912e+03,1.528465994005624998e+04,2.272661801032200674e+04,3.184569898101251601e+04,4.226444720369100105e+04,5.442323048561462929e+04,6.781876683995653002e+04,8.301724678285623668e+04
-4.301765874210089491e-02,-6.846473029045642422e-02,-7.729972416865031119e+04,-7.318055304388608783e+04,-4.981363919215636270e+04,-4.651830387492331647e+04,-2.834404138556994440e+04,-2.587253922158897694e+04,-1.289094278923381353e+04,-1.124327218320649081e+04,-3.454451596003097620e+03,-2.630578172951927627e+03,-3.447954636030981135e+01,2.059012556333223358e+02,1.719488428997491383e+03,4.708936358417228803e+03,9.248975149369100109e+03,1.522847610629418705e+04,2.279525727614757488e+04,3.176455041279699071e+04,4.235805117656889342e+04,5.431711723870420974e+04,6.793733548622162198e+04,8.288616886703355704e+04
-4.041052790924631877e-02,-6.431535269709545699e-02,-7.717324348323159211e+04,-7.330371892418572679e+04,-4.971212317641238769e+04,-4.661650508268431440e+04,-2.826749005927007966e+04,-2.594577574267009913e+04,-1.283935626057167428e+04,-1.129154392269612799e+04,-3.427831220808659054e+03,-2.653884449662270072e+03,-3.281912449611760962e+01,1.997519837189235830e+02,1.738297669878462784e+03,4.677821272585140832e+03,9.292753079139092733e+03,1.517239586096420135e+04,2.286400013014549404e+04,3.168350543251804993e+04,4.245175873734028573e+04,5.421110757963523065e+04,6.805600772031489760e+04,8.275519453901686938e+04
-3.780339707639168711e-02,-6.016597510373442037e-02,-7.704686638563095767e+04,-7.342698839229260921e+04,-4.961071074853072059e+04,-4.671480987830184313e+04,-2.819104232099411092e+04,-2.601911585175212167e+04,-1.278787332099258492e+04,-1.133991925108274881e+04,-3.401314453446858806e+03,-2.677294319460514998e+03,-3.126231439418710067e+01,1.937062892854810059e+02,1.757210552137395780e+03,4.646809779510806038e+03,9.336634599410996088e+03,1.511641920407096404e+04,2.293284657231329038e+04,3.160256404017663590e+04,4.254556988600471959e+04,5.410520150840817223e+04,6.817478354223628412e+04,8.262432379880614462e+04
-3.519626624353711097e-02,-5.601659751037346008e-02,-7.692059287584845151e+04,-7.355036144820682239e+04,-4.950940190851178340e+04,-4.681321826177553157e+04,-2.811469817074334787e+04,-2.609255954883381128e+04,-1.273649397050803418e+04,-1.138839816835721285e+04,-3.374901294217794657e+03,-2.700807782306778336e+03,-2.980911655564236895e+01,1.877641739411694743e+02,1.776227074917349910e+03,4.615901879232053943e+03,9.380619710156946894e+03,1.506054613561938095e+04,2.300179660264844642e+04,3.152172623577341074e+04,4.263948462256164930e+04,5.399939902502312179e+04,6.829366295198569424e+04,8.249355664640154282e+04
-3.258913541068253483e-02,-5.186721991701249979e-02,-7.679442295388424827e+04,-7.367383809192823537e+04,-4.940819665635564161e+04,-4.691173023310520512e+04,-2.803845760851924933e+04,-2.616610683391404746e+04,-1.268521820912961630e+04,-1.143698067451049792e+04,-3.348591743437581044e+03,-2.724424838148793242e+03,-2.845953144215498654e+01,1.819256392129356357e+02,1.795347237406637987e+03,4.585097571786726803e+03,9.424708411349509333e+03,1.500477665561424874e+04,2.307085022114863023e+04,3.144099201930933486e+04,4.273350294701069652e+04,5.389370012948017393e+04,6.841264594956309884e+04,8.236289308180296212e+04
-2.998200457782790318e-02,-4.771784232365145623e-02,-7.666835661973818787e+04,-7.379741832345674629e+04,-4.930709499206269538e+04,-4.701034579229057999e+04,-2.796232063432311043e+04,-2.623975770699162240e+04,-1.263404603686900555e+04,-1.148566676953372371e+04,-3.322385801444023400e+03,-2.748145486915927449e+03,-2.721355947742387826e+01,1.761906865522171586e+02,1.814571038833866169e+03,4.554396857212743271e+03,9.468900702961438583e+03,1.494911076406048232e+04,2.314000742781136069e+04,3.136036139078487395e+04,4.282762485935137374e+04,5.378810482177962695e+04,6.853173253496829420e+04,8.223233310501047526e+04
-2.737487374497332704e-02,-4.356846473029049593e-02,-7.654239387341040128e+04,-7.392110214279244246e+04,-4.920609691563335946e+04,-4.710906493933134334e+04,-2.788628724815636087e+04,-2.631351216806535740e+04,-1.258297745373800535e+04,-1.153445645341794261e+04,-3.296283468605660346e+03,-2.771969728510060122e+03,-2.607120104812062422e+01,1.705593173408619805e+02,1.833898478463733227e+03,4.523799735548050194e+03,9.513196584965882721e+03,1.489354846096293477e+04,2.320926822263428403e+04,3.127983435020088655e+04,4.292185035958317167e+04,5.368261310192170640e+04,6.865092270820116391e+04,8.210187671602419869e+04
-2.476774291211869539e-02,-3.941908713692945238e-02,-7.641653471490131051e+04,-7.404488954993523657e+04,-4.910520242706782301e+04,-4.720788767422737146e+04,-2.781035745002035401e+04,-2.638737021713409922e+04,-1.253201245974865924e+04,-1.158334972615445258e+04,-3.270284745336421111e+03,-2.795897562790720713e+03,-2.503245650547246726e+01,1.650315328955692280e+02,1.853329555592981251e+03,4.493306206830617157e+03,9.557596057336400918e+03,1.483808974632675381e+04,2.327863260561502102e+04,3.119941089755830035e+04,4.301617944770569738e+04,5.357722496990651416e+04,6.877021646926144604e+04,8.197152391484408872e+04
-2.216061207926411925e-02,-3.526970954356849208e-02,-7.629077914421060996e+04,-7.416878054488489579e+04,-4.900441152636636980e+04,-4.730681399697824963e+04,-2.773453123991645043e+04,-2.646133185419672736e+04,-1.248115105491295799e+04,-1.163234658773456795e+04,-3.244389632120710758e+03,-2.819928989549922335e+03,-2.409732616612417289e+01,1.596073344728786765e+02,1.872864269547152844e+03,4.462916271098476500e+03,9.602099120046807002e+03,1.478273462015677251e+04,2.334810057675114513e+04,3.111909103285768651e+04,4.311061212371853617e+04,5.347194042573434126e+04,6.888961381814922788e+04,8.184127470147030544e+04
-1.955348124640948759e-02,-3.112033195020744852e-02,-7.616512716133859067e+04,-7.429277512764159474e+04,-4.890372421352945094e+04,-4.740584390758366499e+04,-2.765880861784615263e+04,-2.653539707925214316e+04,-1.243039323924324344e+04,-1.168144703814968670e+04,-3.218598129558638448e+03,-2.844064008466811174e+03,-2.326581031358594487e+01,1.542867232729126101e+02,1.892502619677295115e+03,4.432629928389632369e+03,9.646705773071245858e+03,1.472748308245822591e+04,2.341767213604053904e+04,3.103887475609999456e+04,4.320514838762108411e+04,5.336675946940528229e+04,6.900911475486437848e+04,8.171112907590274699e+04
-1.694635041355491145e-02,-2.697095435684649170e-02,-7.603957876628517988e+04,-7.441687329820524610e+04,-4.880314048855725559e+04,-4.750497740604363935e+04,-2.758318958381079938e+04,-2.660956589229910969e+04,-1.237973901275180106e+04,-1.173065107739130326e+04,-3.192910238452693648e+03,-2.868302619020702423e+03,-2.253790919918834135e+01,1.490697004434215387e+02,1.912244605357403998e+03,4.402447178742132564e+03,9.691416016384195245e+03,1.467233513323617444e+04,2.348734728348065255e+04,3.095876206728579928e+04,4.329978823941304290e+04,5.326168210091957008e+04,6.912871927940657770e+04,8.158108703814152977e+04
-1.433921958070033531e-02,-2.282157676348553141e-02,-7.591413395905068319e+04,-7.454107505657582078e+04,-4.870266035145005299e+04,-4.760421449235760520e+04,-2.750767413781190407e+04,-2.668383829333656467e+04,-1.232918837545114911e+04,-1.177995870545097023e+04,-3.167325959989452258e+03,-2.892644820309494662e+03,-2.191362304331788735e+01,1.439562670829936906e+02,1.932090225981892672e+03,4.372368022194084006e+03,9.736229849960433057e+03,1.461729077249579677e+04,2.355712601906936106e+04,3.087875296641613750e+04,4.339453167909396143e+04,5.315670832027740835e+04,6.924842739177588373e+04,8.145114858818675566e+04
-1.173208874784570366e-02,-1.867219917012448785e-02,-7.578879273963504238e+04,-7.466538040275305684e+04,-4.860228380220840336e+04,-4.770355516652553342e+04,-2.743226227985087462e+04,-2.675821428236343854e+04,-1.227874132735392413e+04,-1.182936992232033481e+04,-3.141845296163137391e+03,-2.917090610625763929e+03,-2.139295203640170229e+01,1.389464242443956721e+02,1.952039480963503820e+03,4.342392458783525399e+03,9.781147273775055510e+03,1.456235000024230976e+04,2.362700834280425624e+04,3.079884745349174045e+04,4.348937870666328672e+04,5.305183812747911725e+04,6.936823909197218018e+04,8.132131372603835189e+04
-9.124957914991127517e-03,-1.452282157676352929e-02,-7.566355510803841753e+04,-7.478978933673705615e+04,-4.850201084083222668e+04,-4.780299942854706023e+04,-2.735695400992913710e+04,-2.683269385937849802e+04,-1.222839786847288997e+04,-1.187888472799111696e+04,-3.116468250925118355e+03,-2.941639986307379786e+03,-2.097589634006477510e+01,1.340401729372541979e+02,1.972092369731301915e+03,4.312520488548517278e+03,9.826168287803409839e+03,1.450751281648097756e+04,2.369699425468313711e+04,3.071904552851331391e+04,4.358432932212067681e+04,5.294707152252468222e+04,6.948815437999517599e+04,8.119158245169639122e+04
-6.517827082136495864e-03,-1.037344398340248226e-02,-7.553842106426076498e+04,-7.491430185852784780e+04,-4.840184146732222871e+04,-4.790254727842183638e+04,-2.728174932804821947e+04,-2.690727702438080451e+04,-1.217815799882098327e+04,-1.192850312245515670e+04,-3.091194834090285440e+03,-2.966292937830753544e+03,-2.066245608802104172e+01,1.292375141308885134e+02,1.992248891729031584e+03,4.282752111527110173e+03,9.871292892021308944e+03,1.445277922121704069e+04,2.376708375470380633e+04,3.063934719148165095e+04,4.367938352546565875e+04,5.284240850541448162e+04,6.960817325584492937e+04,8.106195476516094641e+04
-3.910696249281919723e-03,-6.224066390041524573e-03,-7.541339060830233211e+04,-7.503891796812540269e+04,-4.830177568167847494e+04,-4.800219871614984731e+04,-2.720664823420949688e+04,-2.698196377736916838e+04,-1.212802171841130621e+04,-1.197822510570431587e+04,-3.066025080851642997e+03,-2.991049430296344326e+03,-2.045263138725461260e+01,1.245384487564466554e+02,2.012509046413618307e+03,4.253087327757404637e+03,9.916521086404700327e+03,1.439814921445606888e+04,2.383727684286400108e+04,3.055975244239769017e+04,4.377454131669777416e+04,5.273784907614860276e+04,6.972829571952107653e+04,8.093243066643207567e+04
-1.303565416427288071e-03,-2.074688796680478845e-03,-7.528846374016317714e+04,-7.516363766552945890e+04,-4.820181348390147468e+04,-4.810195374173063465e+04,-2.713165072841448273e+04,-2.705675411834251645e+04,-1.207798902725703374e+04,-1.202805067773056726e+04,-3.040959304655755204e+03,-3.015909150553023665e+03,-2.034642231878670415e+01,1.199429777093865255e+02,2.032872833253740737e+03,4.223526137277417547e+03,9.961852870929793426e+03,1.434362279620319714e+04,2.390757351916146581e+04,3.048026128126217009e+04,4.386980269581663742e+04,5.263339323472735850e+04,6.984852177102379210e+04,8.080301015550980810e+04
1.303565416427288071e-03,2.074688796680478845e-03,-7.528846095074017649e+04,-7.516364045984338736e+04,-4.820181235516402376e+04,-4.810195487399135163e+04,-2.713164804729975731e+04,-2.705675681066472316e+04,-1.207797983852595098e+04,-1.202805992537149905e+04,-3.040874299342849099e+03,-3.015995305057835139e+03,-2.034382893876460230e+01,1.154511018512663441e+02,2.053340251728759540e+03,4.194068540125192158e+03,1.000728824557326334e+04,1.428919996646408617e+04,2.397797378359410504e+04,3.040087370807597836e+04,4.396516766282174649e+04,5.252904098115085071e+04,6.996885141035291599e+04,8.067369323239417281e+04
3.910696249281864212e-03,6.224066390041436969e-03,-7.541338782375733717e+04,-7.503892076734306465e+04,-4.830177455644984002e+04,-4.800219985194855690e+04,-2.720664556423990143e+04,-2.698196648096173158e+04,-1.212801258808253260e+04,-1.197823441276825724e+04,-3.065941202042433360e+03,-2.991136756980404243e+03,-2.044485127923763557e+01,1.110628220118550331e+02,2.073911301327540059e+03,4.164714536338743528e+03,1.005282721031190158e+04,1.423488072524415111e+04,2.404847763615968870e+04,3.032158972283992262e+04,4.406063621771274484e+04,5.242479231541932677e+04,7.008928463750808442e+04,8.054447989708516980e+04
6.517827082136495864e-03,1.037344398340248226e-02,-7.553841828458111559e+04,-7.491430466266212170e+04,-4.840184034558773419e+04,-4.790254841777340334e+04,-2.728174666916175556e+04,-2.690727973930694861e+04,-1.217814892639257596e+04,-1.192851248946095620e+04,-3.091112067454902899e+03,-2.966381451920986365e+03,-2.064948934915831558e+01,1.067781389905753286e+02,2.094585981547646043e+03,4.135464125956092175e+03,1.009846976512288347e+04,1.418066507254900898e+04,2.411908507685609584e+04,3.024240932555474137e+04,4.415620836048916681e+04,5.232064723753301951e+04,7.020982145248947199e+04,8.041537014958293003e+04
9.124957914991072006e-03,1.452282157676344082e-02,-7.566355233321129344e+04,-7.478979214580099506e+04,-4.850200972257753165e+04,-4.780300057146625477e+04,-2.735695136206441020e+04,-2.683269658570202591e+04,-1.222838885344829396e+04,-1.187889415546340388e+04,-3.116386578807268961e+03,-2.941729706954915855e+03,-2.095774313518403176e+01,1.025970535582211909e+02,2.115364291894403777e+03,4.106317309015237697e+03,1.014421590998362626e+04,1.412655300838427502e+04,2.418979610568120552e+04,3.016333251622140961e+04,4.425188409115064132e+04,5.221660574749221996e+04,7.033046185529670038e+04,8.028636398988742440e+04
1.173208874784570366e-02,1.867219917012448785e-02,-7.578878996964782709e+04,-7.466538321675948100e+04,-4.860228268741883949e+04,-4.770355631302733673e+04,-2.743225964294673031e+04,-2.675821702014831681e+04,-1.227873236924205048e+04,-1.182937941078957556e+04,-3.141764701007906751e+03,-2.917181557477480965e+03,-2.136961260252623518e+01,9.851956645833571713e+01,2.136246231880342293e+03,4.077274085554156045e+03,1.019006564487177093e+04,1.407254453275554806e+04,2.426061072263287497e+04,3.008435929484065855e+04,4.434766340969671000e+04,5.211266784529687720e+04,7.045120584592991509e+04,8.015746141799882753e+04
1.433921958070027980e-02,2.282157676348544467e-02,-7.591413119389061467e+04,-7.454107787553773960e+04,-4.870265924011159950e+04,-4.760421564245707850e+04,-2.750767151180770088e+04,-2.668384104264760390e+04,-1.232917947376624579e+04,-1.177996825545365391e+04,-3.167246424493376253e+03,-2.892737013357214892e+03,-2.188509769566649510e+01,9.454567840869381712e+01,2.157231801024371634e+03,4.048334455610833174e+03,1.023601896976532589e+04,1.401863964566866343e+04,2.433152892770896869e+04,3.000548966141343772e+04,4.444354631612694357e+04,5.200883353094751510e+04,7.057205342438882508e+04,8.002866243391705211e+04
1.694635041355491145e-02,2.697095435684649170e-02,-7.603957600593983079e+04,-7.441687612213600369e+04,-4.880313938065546245e+04,-4.750497855975569837e+04,-2.758318696864631784e+04,-2.660956865320129873e+04,-1.237973016701339657e+04,-1.173066068946985251e+04,-3.192831745585692715e+03,-2.868396078578331981e+03,-2.250419833928465962e+01,9.067539010233889485e+01,2.178320998851326294e+03,4.019498419223282326e+03,1.028207588464253968e+04,1.396483834712930184e+04,2.440255072090740578e+04,2.992672361594058748e+04,4.453953281044078904e+04,5.190510280444407545e+04,7.069300459067321208e+04,7.989996703764214180e+04
1.955348124640948759e-02,3.112033195020744852e-02,-7.616512440579535905e+04,-7.429277795655427326e+04,-4.890372310905023915e+04,-4.740584506492376386e+04,-2.765880601346146432e+04,-2.653539985181102384e+04,-1.243038444897599038e+04,-1.168145671285265416e+04,-3.218520662567334966e+03,-2.844158755165815364e+03,-2.322691443894576224e+01,8.690870220882236197e+01,2.199513824891513650e+03,3.990765976429468537e+03,1.032823638948178268e+04,1.391114063714331132e+04,2.447367610222616349e+04,2.984806115842301369e+04,4.463562289263817365e+04,5.180147566578706028e+04,7.081405934478327981e+04,7.977137522917418391e+04
2.216061207926406373e-02,3.526970954356840882e-02,-7.629077639345703938e+04,-7.416878337879262108e+04,-4.900441042529568222e+04,-4.730681515796132589e+04,-2.773452864625221628e+04,-2.646133463847836538e+04,-1.248114231964670216e+04,-1.163235632561671446e+04,-3.244313174527352203e+03,-2.820025044339027318e+03,-2.405324588184246792e+01,8.324561537524920141e+01,2.220810278680201009e+03,3.962137127267436881e+03,1.037450048426189278e+04,1.385754651571663999e+04,2.454490507166316456e+04,2.976950228886146579e+04,4.473181656271843531e+04,5.169795211497641139e+04,7.093521768671870814e+04,7.964288700851322210e+04
2.476774291211869539e-02,3.941908713692945238e-02,-7.641653196892488631e+04,-7.404489238885104714e+04,-4.910520132939152245e+04,-4.720788883886891563e+04,-2.781035486701752961e+04,-2.638737301320496044e+04,-1.253200377901821776e+04,-1.158335952777675811e+04,-3.270209280936358937e+03,-2.795994946936580618e+03,-2.498319253754475966e+01,7.968613022726188433e+01,2.242210359757262722e+03,3.933611871775260624e+03,1.042086816896180062e+04,1.380405598285509768e+04,2.461623762921636444e+04,2.969104700725690418e+04,4.482811382068119565e+04,5.159453215201239072e+04,7.105647961647938064e+04,7.951450237565932912e+04
2.737487374497327153e-02,4.356846473029041267e-02,-7.654239113219872524e+04,-7.392110498672979884e+04,-4.920609582133748336e+04,-4.710906610764683137e+04,-2.788628467575641116e+04,-2.631351497599234426e+04,-1.258296882708329940e+04,-1.153446631934773905e+04,-3.296208981464514181e+03,-2.772068463598448943e+03,-2.601675425873233394e+01,7.623024736985598793e+01,2.263714067666877327e+03,3.905190209991052143e+03,1.046733944356080247e+04,1.375066903856474528e+04,2.468767377488378042e+04,2.961269531361008194e+04,4.492451466652618547e+04,5.149121577689543483e+04,7.117784513406523911e+04,7.938622133061251952e+04
2.998200457782790318e-02,4.771784232365145623e-02,-7.666835388327877445e+04,-7.379742117242887616e+04,-4.930709390113347035e+04,-4.701034696429527685e+04,-2.796231807246787866e+04,-2.623976052684215392e+04,-1.263403746383478210e+04,-1.148567670034485491e+04,-3.322312275894386858e+03,-2.748245594852769955e+03,-2.715393088178050007e+01,7.287796738839963950e+01,2.285321401957200578e+03,3.876872141953062965e+03,1.051391430803834737e+04,1.369738568285166912e+04,2.475921350866341163e+04,2.953444720792195949e+04,4.502101910025277175e+04,5.138800298962544912e+04,7.129931423947615258e+04,7.925804387337280787e+04
3.258913541068247932e-02,5.186721991701241652e-02,-7.679442022216491750e+04,-7.367384094594852650e+04,-4.940819556877911964e+04,-4.691173140881492145e+04,-2.803845505715090621e+04,-2.616610966575614293e+04,-1.268520968926553905e+04,-1.143699067078336884e+04,-3.348519164075622029e+03,-2.724526341161097207e+03,-2.839472222751978947e+01,6.962929084919854006e+01,2.307032362180131713e+03,3.848657667699626927e+03,1.056059276237418271e+04,1.364420591572196645e+04,2.483085683055313348e+04,2.945630269019362095e+04,4.511762712186066346e+04,5.128489379020289925e+04,7.142088693271190277e+04,7.912997000394036877e+04
3.519626624353711097e-02,5.601659751037346008e-02,-7.692059014885693614e+04,-7.355036430728876439e+04,-4.950940082427425659e+04,-4.681321944120574335e+04,-2.811469562980452247e+04,-2.609256239273578831e+04,-1.273648550336858898e+04,-1.138840823067870951e+04,-3.374829645899872958e+03,-2.700910702943438991e+03,-2.973912810186060085e+01,6.648421830031892910e+01,2.328846947891084255e+03,3.820546787269279321e+03,1.060737480654827414e+04,1.359112973718173271e+04,2.490260374055118155e+04,2.937826176042568841e+04,4.521433873134957685e+04,5.118188817862784344e+04,7.154256321377263521e+04,7.900199972231511492e+04
3.780339707639168711e-02,6.016597510373442037e-02,-7.704686366335494677e+04,-7.342699125644970627e+04,-4.961070966761863383e+04,-4.671481106146835373e+04,-2.819103979042775609e+04,-2.601911870778290904e+04,-1.278786490613693968e+04,-1.133992938004658208e+04,-3.401243721286093205e+03,-2.677398680592753863e+03,-3.118714829628179075e+01,6.344275027225509689e+01,2.350765158648676788e+03,3.792539500700754616e+03,1.065426044054085105e+04,1.353815714723723795e+04,2.497445423865535122e+04,2.930032441861929328e+04,4.531115392871891527e+04,5.107898615490067459e+04,7.166434308265792788e+04,7.887413302849707543e+04
4.041052790924626326e-02,6.431535269709537372e-02,-7.717324076565880387e+04,-7.330372179343129392e+04,-4.971212209881202580e+04,-4.661650626960290538e+04,-2.826748753901963210e+04,-2.594577861089904764e+04,-1.283934789756364080e+04,-1.129155411890282085e+04,-3.427761390171327093e+03,-2.653990274484028305e+03,-3.273878258863317114e+01,6.050488727828076918e+01,2.372786994014776610e+03,3.764635808033084686e+03,1.070124966433230475e+04,1.348528814589478498e+04,2.504640832486395448e+04,2.922249066477511951e+04,4.540807271396846045e+04,5.097618771902138542e+04,7.178622653936789720e+04,7.874636992248636670e+04
4.301765874210089491e-02,6.846473029045642422e-02,-7.729972145576865296e+04,-7.318055591823371651e+04,-4.981363811785423604e+04,-4.651830506560999493e+04,-2.834403887557921917e+04,-2.587254210208599761e+04,-1.289093447764193661e+04,-1.124328244726341109e+04,-3.454382652505148144e+03,-2.630685484979673220e+03,-3.439403074337906929e+01,5.767062981518310494e+01,2.394912453553996784e+03,3.736835709305654746e+03,1.074834247790339396e+04,1.343252273316067476e+04,2.511846599917490312e+04,2.914476049889421847e+04,4.550509508709757210e+04,5.087349287099047069e+04,7.190821358390229580e+04,7.861871040428310516e+04
