k,k_over_b,band_0,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21
-2.880879570304333281e-01,-4.585062240663900779e-01,-8.965142819435118872e+04,-6.206547986336532631e+04,-5.981866443951684050e+04,-3.774991016873306216e+04,-3.600238642072637595e+04,-1.945082686872421255e+04,-1.820260044932927485e+04,-7.168254770055817971e+03,-6.419347098236041347e+03,-9.024487493115652796e+02,-6.528430228935533250e+02,4.136179676731185282e+02,1.246712696584112336e+03,5.596386975974784036e+03,8.096291192267551196e+03,1.679595061287343196e+04,2.096254097653175995e+04,3.401206048405163892e+04,3.984529860714819370e+04,5.724466515458844515e+04,6.474454488027669868e+04,9.566027524900920980e+04
-2.854808261975786965e-01,-4.543568464730290413e-01,-8.951521025437528442e+04,-6.217890848951807129e+04,-5.970741116585249983e+04,-3.783837411654122843e+04,-3.591609782504764735e+04,-1.951432611090416685e+04,-1.814127658441208769e+04,-7.206789096473333302e+03,-6.382988402409589980e+03,-9.160018022613903668e+02,-6.414661829983600683e+02,4.226925095966400363e+02,1.230828009047972273e+03,5.630427200169308890e+03,8.055438533460001054e+03,1.685495616430718292e+04,2.089672343463728248e+04,3.409603078032605845e+04,3.975451636351542402e+04,5.735360013217242522e+04,6.462879796481882659e+04,9.551956366739183431e+04
-2.828736953647241203e-01,-4.502074688796680602e-01,-8.937909590221065446e+04,-6.229244070348396053e+04,-5.959626148002818809e+04,-3.792694165223906020e+04,-3.582991281730010087e+04,-1.957792894124773375e+04,-1.808005630789233692e+04,-7.245427013184988027e+03,-6.346733300292702552e+03,-9.296611715910785279e+02,-6.301900900420400831e+02,4.318703419896336868e+02,1.215047092498078655e+03,5.664571020134662831e+03,8.014689464630203474e+03,1.691406530426617974e+04,2.083100948087259530e+04,3.418010466455302958e+04,3.966383770776682650e+04,5.746263869759964291e+04,6.451315463718822139e+04,9.537895567357720574e+04
-2.802665645318694887e-01,-4.460580912863070235e-01,-8.924308513785740070e+04,-6.240607650526300131e+04,-5.948521538204437093e+04,-3.801561277582623734e+04,-3.574383139748436224e+04,-1.964163535975251580e+04,-1.801893961977440995e+04,-7.284168520168705982e+03,-6.310581791957321002e+03,-9.434262270288439822e+02,-6.190153728166094425e+02,4.411514448449415795e+02,1.199369965598420094e+03,5.698818435770545875e+03,7.974043985798014546e+03,1.697327803274481994e+04,2.076539911523966293e+04,3.426428213673162827e+04,3.957326263990292500e+04,5.757178085086982901e+04,6.439761489738513774e+04,9.523845126756538230e+04
-2.776594336990149126e-01,-4.419087136929460424e-01,-8.910717796131562500e+04,-6.251981589485514996e+04,-5.937427287190091738e+04,-3.810438748730223597e+04,-3.565785356560136279e+04,-1.970544536641592276e+04,-1.795792652006289791e+04,-7.323013617402584714e+03,-6.274533877476373164e+03,-9.572965181455899710e+02,-6.079424803984981054e+02,4.505357957340373218e+02,1.183796649560912329e+03,5.733169446978197811e+03,7.933502096983510455e+03,1.703259434973746829e+04,2.069989233774072272e+04,3.434856319686096685e+04,3.948279115992411243e+04,5.768102659198285255e+04,6.428217874540953198e+04,9.509805044935634942e+04
-2.750523028661603364e-01,-4.377593360995851168e-01,-8.897137437258537102e+04,-6.263365887226019549e+04,-5.926343394959824218e+04,-3.819326578666656860e+04,-3.557197932165164093e+04,-1.976935896123573548e+04,-1.789701700876238465e+04,-7.361962304864890939e+03,-6.238589556923795499e+03,-9.712717144909527178e+02,-5.969717420159593075e+02,4.600233693630697189e+02,1.168327168593087208e+03,5.767624053660197205e+03,7.893063798206932006e+03,1.709201425523880607e+04,2.063448914837803386e+04,3.443294784494033229e+04,3.939242326783073077e+04,5.779037592093847343e+04,6.416684618126155692e+04,9.495775321895019442e+04
-2.724451720333057048e-01,-4.336099585062240802e-01,-8.883567437166675518e+04,-6.274760543747815973e+04,-5.915269861513630894e+04,-3.828224767391894420e+04,-3.548620866563596064e+04,-1.983337614420949467e+04,-1.783621108587739218e+04,-7.401014582534089641e+03,-6.202748830374686804e+03,-9.853515681435897022e+02,-5.861034045020705889e+02,4.696141370304565044e+02,1.152961550443521219e+03,5.802182255720546891e+03,7.852729089488711907e+03,1.715153774924325990e+04,2.056918954715377549e+04,3.451743608096893877e+04,3.930215896362331114e+04,5.789982883773650246e+04,6.405161720494129986e+04,9.481755957634688821e+04
-2.698380412004511286e-01,-4.294605809128630991e-01,-8.870007795855986478e+04,-6.286165559050895536e+04,-5.904206686851552513e+04,-3.837133314905876614e+04,-3.540054159755512956e+04,-1.989749691533489386e+04,-1.777550875141262804e+04,-7.440170450388807694e+03,-6.167011697905067194e+03,-9.995358894619333796e+02,-5.753376565467024193e+02,4.793080659601390039e+02,1.137699827071637174e+03,5.836844053064642139e+03,7.812497970849510239e+03,1.721116483174550376e+04,2.050399353407014132e+04,3.460202790494568762e+04,3.921199824730229739e+04,5.800938534237680142e+04,6.393649181644900818e+04,9.467746952154651808e+04
-2.672309103675964970e-01,-4.253112033195020625e-01,-8.856458513326461252e+04,-6.297580933135250962e+04,-5.893153870973613084e+04,-3.846052221208567789e+04,-3.531497811740972247e+04,-1.996172127460954289e+04,-1.771491000537276341e+04,-7.479429908407899347e+03,-6.131378159592118209e+03,-1.013824530909426926e+03,-5.646746448737884521e+02,4.891051184764318123e+02,1.122542035475295734e+03,5.871609445599265200e+03,7.772370442310148064e+03,1.727089550274021894e+04,2.043890110912938690e+04,3.468672331687008409e+04,3.912194111886805331e+04,5.811904543485913018e+04,6.382147001578484196e+04,9.453748305454905494e+04
-2.646237795347419208e-01,-4.211618257261410814e-01,-8.842919589578118757e+04,-6.309006666000866244e+04,-5.882111413879805332e+04,-3.854981486299912649e+04,-3.522951822520059795e+04,-2.002604922203114620e+04,-1.765441484776253128e+04,-7.518792956570350725e+03,-6.095848215514121875e+03,-1.028217375982998647e+03,-5.541144853150253766e+02,4.990052509747232534e+02,1.107488218722095326e+03,5.906478433232463431e+03,7.732346503891663815e+03,1.733072976222211219e+04,2.037391227233384416e+04,3.477152231674117502e+04,3.903198757832098636e+04,5.822880911518319044e+04,6.370655180294871388e+04,9.439760017535457155e+04
-2.620166487018872892e-01,-4.170124481327800448e-01,-8.829391024610960449e+04,-6.320442757647751569e+04,-5.871079315570164181e+04,-3.863921110179886455e+04,-3.514416192092850542e+04,-2.009048075759740095e+04,-1.759402327858674835e+04,-7.558259594855359865e+03,-6.060421865750500729e+03,-1.042714331460548919e+03,-5.436572705640442109e+02,5.090084126276289567e+02,1.092538427245161074e+03,5.941451015873684810e+03,7.692426155615270545e+03,1.739066761018596662e+04,2.030902702368575774e+04,3.485642490455822553e+04,3.894213762566169316e+04,5.833867638334906951e+04,6.359173717794085678e+04,9.425782088396305335e+04
-2.594095178690327130e-01,-4.128630705394191192e-01,-8.815872818424987781e+04,-6.331889208075880742e+04,-5.860057576044704183e+04,-3.872871092848424450e+04,-3.505890920459415065e+04,-2.015501588130599703e+04,-1.753373529785020219e+04,-7.597829823242287603e+03,-6.025099110381704122e+03,-1.057315321861811981e+03,-5.333030757167283582e+02,5.191145437435086478e+02,1.077692720485852988e+03,5.976527193433612410e+03,7.652609397502438696e+03,1.745070904662657631e+04,2.024424536318745231e+04,3.494143108032042073e+04,3.885239126089045749e+04,5.844864723935631628e+04,6.347702614076144528e+04,9.411814518037458765e+04
-2.568023870361780814e-01,-4.087136929460580270e-01,-8.802364971020205121e+04,-6.343346017285257403e+04,-5.849046195303449349e+04,-3.881831434305493894e+04,-3.497376007619830489e+04,-2.021965459315471890e+04,-1.747355090555780043e+04,-7.637503641710675765e+03,-5.989879949489452883e+03,-1.072020285419322818e+03,-5.230519623012792181e+02,5.293235736641877338e+02,1.062951168996970864e+03,6.011706965824248982e+03,7.612896229574784229e+03,1.751085407153880078e+04,2.017956729084121980e+04,3.502654084402693115e+04,3.876274848400778865e+04,5.855872168320485071e+04,6.336241869141047209e+04,9.397857306458911626e+04
-2.541952562033235052e-01,-4.045643153526971014e-01,-8.788867482396634296e+04,-6.354813185275871365e+04,-5.838045173346420779e+04,-3.890802134551054041e+04,-3.488871453574171755e+04,-2.028439689314127827e+04,-1.741347010171437432e+04,-7.677281050240268996e+03,-5.954764383156580152e+03,-1.086829171099836685e+03,-5.129039812572524397e+02,5.396354180437276682e+02,1.048313857164517003e+03,6.046990332958839645e+03,7.573286651854129559e+03,1.757110268491759416e+04,2.011499280664938851e+04,3.511175419567701465e+04,3.867320929501414503e+04,5.866889971489439631e+04,6.324791482988828648e+04,9.383910453660678468e+04
-2.515881253704689291e-01,-4.004149377593361203e-01,-8.775380352554262208e+04,-6.366290712047713896e+04,-5.827054510173628660e+04,-3.899783193585053959e+04,-3.480377258322509442e+04,-2.034924278126347053e+04,-1.735349288632497701e+04,-7.717162048810960187e+03,-5.919752411467106867e+03,-1.101741936370069880e+03,-5.028591751698316443e+02,5.500499752852814481e+02,1.033780886770910001e+03,6.082377294751862792e+03,7.533780664362552670e+03,1.763145488675790330e+04,2.005052191061435587e+04,3.519707113526981266e+04,3.858377369390999957e+04,5.877918133442480030e+04,6.313351455619491753e+04,9.369973959642756381e+04
-2.489809945376142974e-01,-3.962655601659750837e-01,-8.761903581493113597e+04,-6.377778597600783542e+04,-5.816074205785094819e+04,-3.908774611407462362e+04,-3.471893421864934498e+04,-2.041419225751906561e+04,-1.729361925939457797e+04,-7.757146637402828674e+03,-5.884844034506272692e+03,-1.116758545498521471e+03,-4.929175799676739871e+02,5.605671218160717899e+02,1.019352381719734353e+03,6.117867851119032821e+03,7.494378267122277975e+03,1.769191067705478054e+04,1.998615460273855570e+04,3.528249166280469217e+04,3.849444168069561420e+04,5.888956654179596080e+04,6.301921787033033615e+04,9.356047824405143911e+04
-2.463738637047597213e-01,-3.921161825726141026e-01,-8.748437169213178277e+04,-6.389276841935062112e+04,-5.805104260180841084e+04,-3.917776388018226862e+04,-3.463419944201510225e+04,-2.047924532190593527e+04,-1.723384922092821216e+04,-7.797234815996133875e+03,-5.850039252360527826e+03,-1.131878968249045556e+03,-4.830792262285879133e+02,5.711867057337675533e+02,1.005028494388625063e+03,6.153462001977245563e+03,7.455079460155758170e+03,1.775247005580319819e+04,1.992189088302425807e+04,3.536801577828077279e+04,3.840521325537175289e+04,5.900005533700771775e+04,6.290502477229491342e+04,9.342132047947851242e+04
-2.437667328719051174e-01,-3.879668049792531215e-01,-8.734981115714475163e+04,-6.400785445050551061e+04,-5.794144673360899469e+04,-3.926788523417316173e+04,-3.454956825332320295e+04,-2.054440197442185308e+04,-1.717418277093102733e+04,-7.837426584571292551e+03,-5.815338065117558472e+03,-1.147103178864679876e+03,-4.733441401944931499e+02,5.819085381296199557e+02,9.908094143049075910e+02,6.189159747244583741e+03,7.415884243485652405e+03,1.781313302299828501e+04,1.985773075147396594e+04,3.545364348169735604e+04,3.831608841793883767e+04,5.911064772005971463e+04,6.279093526208867115e+04,9.328226630270879832e+04
-2.411596020390505135e-01,-3.838174273858921404e-01,-8.721535420996991161e+04,-6.412304406947243842e+04,-5.783195445325267792e+04,-3.935811017604683002e+04,-3.446504065257443290e+04,-2.060966221506455622e+04,-1.711461990940816759e+04,-7.877721943108927917e+03,-5.780740472866315031e+03,-1.162431155269130613e+03,-4.637123445683699856e+02,5.927323810346172195e+02,9.766953801980546359e+02,6.224961086840331518e+03,7.376792617134857210e+03,1.787389957863518794e+04,1.979367420809010946e+04,3.553937477305359789e+04,3.822706716839689761e+04,5.922134369095182774e+04,6.267694933971174032e+04,9.314331571374225314e+04
-2.385524712061959096e-01,-3.796680497925311037e-01,-8.708100085060749552e+04,-6.423833727625126630e+04,-5.772256576073971519e+04,-3.944843870580277871e+04,-3.438061663976959971e+04,-2.067502604383210200e+04,-1.705516063636474792e+04,-7.918120891589835992e+03,-5.746246475697089409e+03,-1.177862878433417563e+03,-4.541838591456544236e+02,6.036579303492356985e+02,9.626866970677984909e+02,6.260866020684873547e+03,7.337804581126427365e+03,1.793476972270910119e+04,1.972972125287517338e+04,3.562520965234887990e+04,3.813814950674686406e+04,5.933214324968406436e+04,6.256306700516420824e+04,9.300446871257905150e+04
-2.359453403733413057e-01,-3.755186721991701226e-01,-8.694675107905761979e+04,-6.435373407084196515e+04,-5.761328065607055760e+04,-3.953887082344070222e+04,-3.429629621490946010e+04,-2.074049346072224944e+04,-1.699580495180613070e+04,-7.958623429994956496e+03,-5.711856073701326750e+03,-1.193398331869239883e+03,-4.447587013184781881e+02,6.146847911421440358e+02,9.487837608833051490e+02,6.296874548699736806e+03,7.298920135483714148e+03,1.799574345521527721e+04,1.966587188583158422e+04,3.571114811958238715e+04,3.804933543298912991e+04,5.944304639625585696e+04,6.244928825844643143e+04,9.286572529921909154e+04
-2.333382095404867296e-01,-3.713692946058091415e-01,-8.681260489532024076e+04,-6.446923445324447675e+04,-5.750409913924502325e+04,-3.962940652896009851e+04,-3.421207937799476349e+04,-2.080606446573287030e+04,-1.693655285573754372e+04,-7.999229558305395585e+03,-5.677569266971902834e+03,-1.209037501220238937e+03,-4.354368864817171811e+02,6.258124410211479471e+02,9.349870952093456253e+02,6.332986670807598784e+03,7.260139280230175245e+03,1.805682077614899026e+04,1.960212610696181582e+04,3.579719017475321743e+04,3.796062494712395710e+04,5.955405313066744566e+04,6.233561309955816978e+04,9.272708547366247512e+04
-2.307310787076320979e-01,-3.672199170124481049e-01,-8.667856229939546029e+04,-6.458483842345867015e+04,-5.739502121026351961e+04,-3.972004582236064743e+04,-3.412796612902646302e+04,-2.087173905886199282e+04,-1.687740434816436755e+04,-8.039939276502485882e+03,-5.643386055603000386e+03,-1.224780373929977031e+03,-4.262184283618590825e+02,6.370401742752022756e+02,9.212974070613154254e+02,6.369202386932153786e+03,7.221462015389513908e+03,1.811800168550552189e+04,1.953848391626845842e+04,3.588333581786086143e+04,3.787201804915197135e+04,5.966516345291831385e+04,6.222204152849988895e+04,9.258854923590921680e+04
-2.281239478747775218e-01,-3.630705394190871793e-01,-8.654462329128320562e+04,-6.470054598148456716e+04,-5.728604686912628677e+04,-3.981078870364187605e+04,-3.404395646800530085e+04,-2.093751724010746329e+04,-1.681835942909200094e+04,-8.080752584567635495e+03,-5.609306439690186380e+03,-1.240626938970183346e+03,-4.171033392853878468e+02,6.483670138970037442e+02,9.077156748792239114e+02,6.405521696998239349e+03,7.182888340985713512e+03,1.817928618328027005e+04,1.947494531375408042e+04,3.596958504890457698e+04,3.778351473907371110e+04,5.977637736300846154e+04,6.210857354527157440e+04,9.245011658595930203e+04
-2.255168170419229179e-01,-3.589211618257261427e-01,-8.641078787098369503e+04,-6.481635712732200773e+04,-5.717717611583344842e+04,-3.990163517280347151e+04,-3.396005039493195363e+04,-2.100339900946714988e+04,-1.675941809852588267e+04,-8.121669482482559943e+03,-5.575330419330339282e+03,-1.256577186616943891e+03,-4.080916303987231117e+02,6.597915676882813614e+02,8.942432924188326524e+02,6.441944600931730747e+03,7.144418257042910227e+03,1.824067426946863998e+04,1.941151029942113382e+04,3.605593786788341822e+04,3.769511501688948192e+04,5.988769486093764863e+04,6.199520914987337892e+04,9.231178752381283266e+04
-2.229096862090683140e-01,-3.547717842323651616e-01,-8.627705603849697218e+04,-6.493227186097102094e+04,-5.706840895038524468e+04,-3.999258522984497540e+04,-3.387624790980748367e+04,-2.106938436693914991e+04,-1.670058035647155339e+04,-8.162689970229003848e+03,-5.541457994621816397e+03,-1.272631108265336024e+03,-3.991833118497234523e+02,6.713117821557475509e+02,8.808823148513440628e+02,6.478471098659555537e+03,7.106051763585467597e+03,1.830216594406613513e+04,1.934817887327229255e+04,3.614239427479691949e+04,3.760681888259990956e+04,5.999911594670577324e+04,6.188194834230538254e+04,9.217356204946980870e+04
-2.203025553762137101e-01,-3.506224066390041250e-01,-8.614342779382308072e+04,-6.504829018243140308e+04,-5.695974537278185744e+04,-4.008363887476589298e+04,-3.379254901263252395e+04,-2.113547331252140430e+04,-1.664184620293452099e+04,-8.203814047788924654e+03,-5.507689165664297434e+03,-1.288788696274735230e+03,-3.903783929378156472e+02,6.829244983514494152e+02,8.676359029190368801e+02,6.515101190109652634e+03,7.067788860638000187e+03,1.836376120706812799e+04,1.928495103531019777e+04,3.622895426964415674e+04,3.751862633620535053e+04,6.011064062031242793e+04,6.176879112256793451e+04,9.203544016293028835e+04
-2.176954245433591062e-01,-3.464730290456431439e-01,-8.600990313696212252e+04,-6.516441209170321235e+04,-5.685118538302358502e+04,-4.017479610756598413e+04,-3.370895370340796944e+04,-2.120166584621183210e+04,-1.658321563792039888e+04,-8.245041715144508998e+03,-5.474023932558986417e+03,-1.305049943839339676e+03,-3.816768822390103537e+02,6.946245955804880623e+02,8.545091792228586201e+02,6.551834875211005055e+03,7.029629548225309009e+03,1.842546005847021661e+04,1.922182678553727965e+04,3.631561785242447513e+04,3.743053737770642329e+04,6.022226888175766362e+04,6.165573749066093296e+04,9.189742186419421341e+04
-2.150882937105045301e-01,-3.423236514522822183e-01,-8.587648206791402481e+04,-6.528063758878630324e+04,-5.674272898111045652e+04,-4.026605692824478319e+04,-3.362546198213469324e+04,-2.126796196800854523e+04,-1.652468866143487321e+04,-8.286372972277984445e+03,-5.440462295408522550e+03,-1.321414844879057682e+03,-3.730787877100730157e+02,7.064031975695147594e+02,8.415110220490918209e+02,6.588672153893557152e+03,6.991573826372401527e+03,1.848726249826795538e+04,1.915880612395637581e+04,3.640238502313728532e+04,3.734255200710347708e+04,6.033400073104134208e+04,6.154278744658464711e+04,9.175950715326174395e+04
-2.124811628776498984e-01,-3.381742738589211261e-01,-8.574316458667900588e+04,-6.539696667368062481e+04,-5.663437616704282846e+04,-4.035742133680195548e+04,-3.354207384881345934e+04,-2.133436167790944455e+04,-1.646626527348365198e+04,-8.327807819171906885e+03,-5.407004254316978404e+03,-1.337883393947133300e+03,-3.645841167758775896e+02,7.182434861027488751e+02,8.286582517283623019e+02,6.625613026088291008e+03,6.953621695104558057e+03,1.854916852645700419e+04,1.909588905057008014e+04,3.648925578178169962e+04,3.725467022439716675e+04,6.044583616816313588e+04,6.142994099033916427e+04,9.162169603013279266e+04
-2.098740320447953223e-01,-3.340248962655602005e-01,-8.560995069325700752e+04,-6.551339934638612613e+04,-5.652612694082093367e+04,-4.044888933323699166e+04,-3.345878930344516994e+04,-2.140086497591265652e+04,-1.640794547407249775e+04,-8.369346255808808564e+03,-5.373649809390016344e+03,-1.354455586151661691e+03,-3.561928764026182535e+02,7.301093891777313729e+02,8.159869424746501636e+02,6.662657491727073648e+03,6.915773154447237175e+03,1.861117814303294654e+04,1.903307556538109566e+04,3.657623012835712143e+04,3.716689202958781971e+04,6.055777519312295044e+04,6.131719812192453537e+04,9.148398849480747594e+04
-2.072669012119407184e-01,-3.298755186721991639e-01,-8.547684038764816069e+04,-6.562993560690277081e+04,-5.641798130244481581e+04,-4.054046091754960798e+04,-3.337560834603063995e+04,-2.146747186201617296e+04,-1.634972926320727856e+04,-8.410988282171552783e+03,-5.340398960734736647e+03,-1.371131417088482749e+03,-3.479050731595256707e+02,7.419078317974633592e+02,8.035901715876842673e+02,6.699805550742786181e+03,6.878028204426141201e+03,1.867329134799150779e+04,1.897036566839208899e+04,3.666330806286272855e+04,3.707921742267593800e+04,6.066981780592058203e+04,6.120455884134109510e+04,9.134638454728582292e+04
-2.046597703790861145e-01,-3.257261410788381828e-01,-8.534383366985258181e+04,-6.574657545523038425e+04,-5.630993925191482413e+04,-4.063213608973938244e+04,-3.329253097657080070e+04,-2.153418233621814215e+04,-1.629161664089380429e+04,-8.452733898243017393e+03,-5.307251708459856673e+03,-1.387910882783690340e+03,-3.397207132707021060e+02,7.533135932943154103e+02,7.917931621236283490e+02,6.737057203069129173e+03,6.840386845067285321e+03,1.873550814132840605e+04,1.890775935960587231e+04,3.675048958529806259e+04,3.699164640366224921e+04,6.078196400655581238e+04,6.109202314858894533e+04,9.120888418756777537e+04
-2.020526395462315106e-01,-3.215767634854772017e-01,-8.521093053987037274e+04,-6.586331889136896643e+04,-5.620200078923115507e+04,-4.072391484980595123e+04,-3.320955719506645983e+04,-2.160099639851658139e+04,-1.623360760713811214e+04,-8.494583104006351277e+03,-5.274208052675649924e+03,-1.404793979644148749e+03,-3.316398026590488257e+02,7.624258680858852131e+02,7.824967221334793521e+02,6.774412448640094226e+03,6.802849076397506906e+03,1.879782852303941763e+04,1.884525663902518863e+04,3.683777469566223590e+04,3.690417897254705895e+04,6.089421379502858326e+04,6.097959104366810789e+04,9.107148741565344972e+04
-1.994455087133769067e-01,-3.174273858921161651e-01,-8.507813099770124245e+04,-6.598016591531850281e+04,-5.609416591439399053e+04,-4.081579719774897239e+04,-3.312668700151851226e+04,-2.166791404890966078e+04,-1.617570216194612294e+04,-8.536535899444786992e+03,-5.241267993493909671e+03,-1.421780704414612956e+03,-3.236623469831820898e+02,7.605230287928600319e+02,7.844224815394569532e+02,6.765414898439101307e+03,6.811871287395427316e+03,1.878285750665278465e+04,1.886025249312031883e+04,3.681681512933086196e+04,3.692516339395460818e+04,6.086726252657872101e+04,6.100656717133871280e+04,9.093419423154284596e+04
-1.968383778805223305e-01,-3.132780082987552395e-01,-8.494543504334571480e+04,-6.609711652707886242e+04,-5.598643462740360701e+04,-4.090778313356788567e+04,-3.304392039592779474e+04,-2.173493528739536123e+04,-1.611790030532396850e+04,-8.578592284541797198e+03,-5.208431531028173595e+03,-1.438871054140747447e+03,-3.157883516687695646e+02,7.503071705241775362e+02,7.948683478441149646e+02,6.728084311224710291e+03,6.849433719265648506e+03,1.872056196249146524e+04,1.892278005156700601e+04,3.672955487401432038e+04,3.701265568017448823e+04,6.075503759732106846e+04,6.111902413548583718e+04,9.079700463523605140e+04
-1.942312470476676989e-01,-3.091286307053942028e-01,-8.481284267680371704e+04,-6.621417072664989973e+04,-5.587880692826009908e+04,-4.099987265726242913e+04,-3.296125737829518766e+04,-2.180206011397193652e+04,-1.606020203727770058e+04,-8.620752259280867293e+03,-5.175698665393490046e+03,-1.456065026136732513e+03,-3.080178219348720745e+02,7.387241614301474328e+02,8.068884555712123756e+02,6.690857314777968895e+03,6.887099744191277750e+03,1.865837000654409348e+04,1.898541119837530277e+04,3.664239820659773977e+04,3.710025155432125030e+04,6.064291625589521573e+04,6.123158468747002917e+04,9.065991862673303694e+04
-1.916241162148131227e-01,-3.049792531120332217e-01,-8.468035389807519095e+04,-6.633132851403180393e+04,-5.577128281696392514e+04,-4.109206576883234084e+04,-3.287869794862163690e+04,-2.186928852863743305e+04,-1.600260735781353833e+04,-8.663015823645813725e+03,-5.143069396706671796e+03,-1.473362617957092198e+03,-3.003507628162547576e+02,7.268866769204771572e+02,8.193701320420288994e+02,6.653733909126181970e+03,6.924869362110328439e+03,1.859628163881350702e+04,1.904814593354120370e+04,3.655534512708184775e+04,3.718795101639418135e+04,6.053089850230140291e+04,6.134424882729092496e+04,9.052293620603378804e+04
-1.890169853819585188e-01,-3.008298755186722406e-01,-8.454796870716019475e+04,-6.644858988922425488e+04,-5.566386229351497605e+04,-4.118436246827709692e+04,-3.279624210690798645e+04,-2.193662053139013369e+04,-1.594511626693769722e+04,-8.705382977620456586e+03,-5.110543725086170525e+03,-1.490763827372001060e+03,-2.927871791822184946e+02,7.150174304381916954e+02,8.320906665953228867e+02,6.616714094296729854e+03,6.962742572961855331e+03,1.853429685930260166e+04,1.911098425706057242e+04,3.646839563546697173e+04,3.727575406639268476e+04,6.041898433653952816e+04,6.145701655494859733e+04,9.038605737313846475e+04
-1.864098545491039149e-01,-2.966804979253112040e-01,-8.441568710405894672e+04,-6.656595485222731077e+04,-5.555654535791375383e+04,-4.127676275559649366e+04,-3.271388985315522950e+04,-2.200405612222803757e+04,-1.588772876465646732e+04,-8.747853721188866984e+03,-5.078121650652111384e+03,-1.508268652345568398e+03,-2.853270757523336556e+02,7.031868041762835446e+02,8.449796798650450000e+02,6.579797870317088382e+03,7.000719376685842690e+03,1.847241566801420413e+04,1.917392616892943261e+04,3.638154973175386840e+04,3.736366070431596745e+04,6.030717375861001346e+04,6.156988787044268975e+04,9.024928212804702343e+04
-1.838027237162493110e-01,-2.925311203319502229e-01,-8.428350908877149050e+04,-6.668342340304078243e+04,-5.544933201016039675e+04,-4.136926663078986894e+04,-3.263164118736411183e+04,-2.207159530114946028e+04,-1.583044485097625511e+04,-8.790428054335192428e+03,-5.045803173526429418e+03,-1.525877091016729764e+03,-2.779704571097666417e+02,6.914237148731450588e+02,8.580082579788735302e+02,6.542985237215001689e+03,7.038799773223052398e+03,1.841063806495129029e+04,1.923697166914382979e+04,3.629480741594278516e+04,3.745167093016341096e+04,6.019546676851288794e+04,6.168286277377297665e+04,9.011261047075947863e+04
-1.811955928833947072e-01,-2.883817427385891863e-01,-8.415143466129786975e+04,-6.680099554166475718e+04,-5.534222225025497028e+04,-4.146187409385714273e+04,-3.254949610953564115e+04,-2.213923806815256103e+04,-1.577326452590345252e+04,-8.833105977043824169e+03,-5.013588293832765885e+03,-1.543589141682337640e+03,-2.707173277124482524e+02,6.797421688586487107e+02,8.711623975066806906e+02,6.506276195018429462e+03,7.076983762515154012e+03,1.834896405011684692e+04,1.930012075769983858e+04,3.620816868803444231e+04,3.753978474393437500e+04,6.008386336624822434e+04,6.179594126493948716e+04,8.997604240127594676e+04
-1.785884620505401033e-01,-2.842323651452282052e-01,-8.401946382163806993e+04,-6.691867126809907495e+04,-5.523521607819795463e+04,-4.155458514479782752e+04,-3.246745461967077063e+04,-2.220698442323557902e+04,-1.571618778944454061e+04,-8.875887489299202571e+03,-4.981477011696610134e+03,-1.561404802782170236e+03,-2.635676919022594120e+02,6.681497600345600176e+02,8.844345074741551116e+02,6.469670743755524200e+03,7.115271344504531953e+03,1.828739362351384625e+04,1.936337343459347903e+04,3.612163354802922549e+04,3.762800214562834299e+04,5.997236355181632098e+04,6.190912334394200298e+04,8.983957791959636961e+04
-1.759813312176854994e-01,-2.800829875518672241e-01,-8.388759656979217834e+04,-6.703645058234373573e+04,-5.512831349398937891e+04,-4.164739978361155954e+04,-3.238551671777037700e+04,-2.227483436639673528e+04,-1.565921464160606047e+04,-8.918772591085917156e+03,-4.949469327245123168e+03,-1.579324072885658552e+03,-2.565215539128207070e+02,6.566509581164051497e+02,8.978201211156522277e+02,6.433168883454713978e+03,7.153662519134401009e+03,1.822592678514514409e+04,1.942672969982094219e+04,3.603520199592798599e+04,3.771632313524445635e+04,5.986096732521713420e+04,6.202240901078034221e+04,8.970321702572084905e+04
-1.733742003848309232e-01,-2.759336099585062430e-01,-8.375583290576038416e+04,-6.715433348439872498e+04,-5.502151449762957782e+04,-4.174031801029799681e+04,-3.230368240383539160e+04,-2.234278789763421082e+04,-1.560234508239470415e+04,-8.961761282388843028e+03,-4.917565240607455053e+03,-1.597346950680009513e+03,-2.495789178758351738e+02,6.452485638150553768e+02,9.113164406870440644e+02,6.396770614144584215e+03,7.192157286348792695e+03,1.816456353501392005e+04,1.949018955337836087e+04,3.594887403173094935e+04,3.780474771278214757e+04,5.974967468645100598e+04,6.213579826545425021e+04,8.956695971964937053e+04
-1.707670695519763193e-01,-2.717842323651452618e-01,-8.362417282954267284e+04,-6.727231997426372254e+04,-5.491481908911877690e+04,-4.183333982485681918e+04,-3.222195167786673483e+04,-2.241084501694631763e+04,-1.554557911181704912e+04,-9.004853563192828005e+03,-4.885764751914534827e+03,-1.615473434959665838e+03,-2.427397878263760447e+02,6.339444206990064004e+02,9.249216255981132235e+02,6.360475935854059571e+03,7.230755646092382449e+03,1.810330387312318635e+04,1.955375299526198432e+04,3.586264965543868311e+04,3.789327587824096554e+04,5.963848563551801635e+04,6.224929110796363238e+04,8.943080600138199225e+04
